"path","lines","language","area","size_band","review_action"
"web/src/lib/websocket/use-socket.ts","258","ts","frontend","normal","no-size-signal"
"internal/storage/workspace/store_input_queue_test.go","257","go","storage","normal","no-size-signal"
"internal/service/imagegen/provider_dashscope.go","257","go","service","normal","no-size-signal"
"internal/service/channels/service_channel_config.go","257","go","im-channel","normal","no-size-signal"
"web/src/features/conversation/room/workspace/workspace-file-tree.tsx","256","tsx","frontend","normal","no-size-signal"
"internal/storage/workspace/store_agent_history_transcript_reader.go","256","go","storage","normal","no-size-signal"
"internal/service/skills/service.go","255","go","service","normal","no-size-signal"
"internal/cli/command_automation_test.go","255","go","entrypoint","normal","no-size-signal"
"web/src/features/conversation/room/group/header/group-conversation-header.tsx","254","tsx","frontend","normal","no-size-signal"
"internal/storage/workspace/history_compact.go","254","go","storage","normal","no-size-signal"
"web/src/shared/ui/workspace/surface/workspace-task-strip.tsx","253","tsx","frontend","normal","no-size-signal"
"internal/runtime/clientopts/log_runtime.go","253","go","runtime","normal","no-size-signal"
"internal/handler/workspace/handlers.go","253","go","handler","normal","no-size-signal"
"internal/chat/room/mapper_test.go","253","go","other","normal","no-size-signal"
"internal/config/config.go","252","go","other","normal","no-size-signal"
"web/src/features/conversation/shared/message/item/message-item-ordering.ts","251","ts","frontend","normal","no-size-signal"
"internal/storage/goal/repository.go","251","go","goal","normal","no-size-signal"
"web/src/shared/ui/onboarding/tour-provider.tsx","250","tsx","frontend","normal","no-size-signal"
"internal/service/automation/service_heartbeat_dispatch.go","249","go","automation","normal","no-size-signal"
"web/src/store/agent/index.ts","248","ts","frontend","normal","no-size-signal"
"web/src/features/conversation/room/surface/room-mobile-surface.tsx","247","tsx","frontend","normal","no-size-signal"
"web/src/features/capability/capabilities-sidebar-panel.tsx","247","tsx","frontend","normal","no-size-signal"
"internal/storage/provider/repository_provider.go","247","go","storage","normal","no-size-signal"
"internal/service/channels/deliveryroute/store.go","247","go","im-channel","normal","no-size-signal"
"internal/service/connectors/service_oauth_callback_test.go","248","go","connectors","normal","no-size-signal"
"internal/service/channels/service_control_config_test.go","242","go","im-channel","normal","no-size-signal"
"web/src/features/conversation/shared/goal-panel-status-strip.tsx","245","tsx","frontend","normal","no-size-signal"
"web/src/features/conversation/shared/editor/media-file-preview.tsx","245","tsx","frontend","normal","no-size-signal"
"internal/storage/workspace/store_agent_history_transcript_project.go","245","go","storage","normal","no-size-signal"
"internal/cli/command_memory_entry.go","245","go","entrypoint","normal","no-size-signal"
"web/src/features/conversation/room/group/thread/group-round-card-group.tsx","242","tsx","frontend","normal","no-size-signal"
"internal/handler/websocket/handler_appserver_goal_rpc.go","242","go","handler","normal","no-size-signal"
"web/src/shared/ui/onboarding/tour-state.ts","240","ts","frontend","normal","no-size-signal"
"web/src/features/capability/scheduled/dialog/scheduled-task-dialog-time.ts","240","ts","frontend","normal","no-size-signal"
"web/src/lib/api/memory-api.ts","239","ts","frontend","normal","no-size-signal"
"web/src/features/capability/scheduled/dialog/task-schedule-panel.tsx","239","tsx","frontend","normal","no-size-signal"
"web/src/config/options.ts","239","ts","frontend","normal","no-size-signal"
"internal/service/goal/service.go","239","go","goal","normal","no-size-signal"
"desktop/macos/Sources/NexusDesktop/Window/WindowManager.swift","239","swift","desktop","normal","no-size-signal"
"internal/service/workspace/manager_live_watcher.go","238","go","service","normal","no-size-signal"
"web/src/features/conversation/shared/editor/html-file-preview.tsx","238","tsx","frontend","normal","no-size-signal"
"internal/service/dm/service_request.go","238","go","service","normal","no-size-signal"
"internal/runtime/guidance.go","238","go","runtime","normal","no-size-signal"
"internal/connectors/feishudocx/client_wiki.go","238","go","connectors","normal","no-size-signal"
"web/src/features/capability/skills/skill-detail-view.tsx","237","tsx","frontend","normal","no-size-signal"
"web/src/features/capability/scheduled/dialog/scheduled-task-dialog.tsx","237","tsx","frontend","normal","no-size-signal"
"web/src/features/launcher/launcher-console.tsx","236","tsx","frontend","normal","no-size-signal"
"internal/storage/workspace/store_agent_history_overlay.go","236","go","storage","normal","no-size-signal"
"desktop/macos/Sources/NexusDesktop/Diagnostics/DesktopDiagnosticsReport.swift","235","swift","desktop","normal","no-size-signal"
"internal/app/server/routes.go","234","go","other","normal","no-size-signal"
"cmd/nexus-server/main.go","234","go","entrypoint","normal","no-size-signal"
"internal/service/skills/marketplace_skills_sh.go","233","go","service","normal","no-size-signal"
"internal/service/automation/service.go","267","go","automation","normal","no-size-signal"
"web/src/lib/conversation/session-key.ts","232","ts","frontend","normal","no-size-signal"
"internal/app/server/builder_connector_mcp.go","232","go","other","normal","no-size-signal"
"internal/service/room/service_realtime.go","231","go","service","normal","no-size-signal"
"internal/service/goal/service_wall_clock_test.go","231","go","goal","normal","no-size-signal"
"internal/service/goal/service_objective_test.go","231","go","goal","normal","no-size-signal"
"internal/message/helpers.go","231","go","other","normal","no-size-signal"
"web/src/features/capability/skills/skill-import-dialog.tsx","230","tsx","frontend","normal","no-size-signal"
"internal/storage/workspace/store_room_history.go","230","go","storage","normal","no-size-signal"
"internal/service/channels/router_registry.go","229","go","im-channel","normal","no-size-signal"
"internal/service/channels/adapters/dingtalk_delivery.go","227","go","im-channel","normal","no-size-signal"
"internal/runtime/contextual_input.go","227","go","runtime","normal","no-size-signal"
"internal/app/server/routes_web.go","227","go","other","normal","no-size-signal"
"desktop/macos/Sources/NexusDesktop/Security/DesktopKeychainStore.swift","227","swift","desktop","normal","no-size-signal"
"internal/service/imagegen/provider_modelscope.go","226","go","service","normal","no-size-signal"
"desktop/macos/Sources/NexusDesktop/Sidecar/SidecarSupervisor.swift","226","swift","desktop","normal","no-size-signal"
"internal/service/workspace/service_test.go","226","go","service","normal","no-size-signal"
"web/src/hooks/room-page-controller/room-page-controller-core.ts","297","ts","frontend","normal","no-size-signal"
"internal/runtime/mcp/connectors/tool/call.go","225","go","connectors","normal","no-size-signal"
"internal/runtime/mcp/automation/internal/semantic/defaults.go","225","go","automation","normal","no-size-signal"
"internal/storage/roomrepo/scan_room.go","225","go","storage","normal","no-size-signal"
"web/src/features/conversation/room/room-tour.ts","224","ts","frontend","normal","no-size-signal"
"web/src/features/conversation/shared/editor/presentation-slide-canvas.tsx","224","tsx","frontend","normal","no-size-signal"
"internal/service/usage/service.go","223","go","service","normal","no-size-signal"
"internal/cli/command_automation_task_operations.go","223","go","entrypoint","normal","no-size-signal"
"internal/cli/output.go","222","go","entrypoint","normal","no-size-signal"
"internal/service/provider/model_provider.go","221","go","service","normal","no-size-signal"
"internal/service/goal/service_resume_test.go","221","go","goal","normal","no-size-signal"
"internal/service/dm/service.go","221","go","service","normal","no-size-signal"
"internal/service/conversation/attachment_test.go","221","go","service","normal","no-size-signal"
"internal/config/loadenv.go","221","go","other","normal","no-size-signal"
"internal/service/connectors/service_oauth_config.go","220","go","connectors","normal","no-size-signal"
"internal/runtime/permission/request_test.go","220","go","runtime","normal","no-size-signal"
"internal/runtime/mcp/automation/tool/history_context_query.go","220","go","automation","normal","no-size-signal"
"internal/service/automation/service_execution.go","219","go","automation","normal","no-size-signal"
"internal/service/automation/service_task_event.go","218","go","automation","normal","no-size-signal"
"internal/message/processor_system.go","217","go","other","normal","no-size-signal"
"internal/workspace/memory/service.go","216","go","other","normal","no-size-signal"
"internal/storage/automation/repository_job.go","216","go","automation","normal","no-size-signal"
"internal/service/room/service_room_crud.go","216","go","service","normal","no-size-signal"
"internal/service/channels/service_pairing_store.go","216","go","im-channel","normal","no-size-signal"
"internal/protocol/model_goal_test.go","216","go","protocol","normal","no-size-signal"
"internal/cli/command_auth.go","216","go","entrypoint","normal","no-size-signal"
"web/src/features/capability/channels/pairing-create-dialog.tsx","215","tsx","frontend","normal","no-size-signal"
"internal/runtime/mcp/goal/tool/result.go","215","go","goal","normal","no-size-signal"
"internal/service/conversation/titlegen/generation.go","214","go","service","normal","no-size-signal"
"internal/runtime/mcp/room/server_test.go","214","go","runtime","normal","no-size-signal"
"internal/service/channels/service_channel_account.go","213","go","im-channel","normal","no-size-signal"
"internal/workspace/memory/model_engine.go","212","go","other","normal","no-size-signal"
"web/src/types/conversation/permission.ts","211","ts","frontend","normal","no-size-signal"
"internal/service/channels/adapters/wecom_bot_test.go","210","go","im-channel","normal","no-size-signal"
"internal/storage/auth/repository_user.go","210","go","storage","normal","no-size-signal"
"web/src/features/capability/scheduled/dialog/use-scheduled-task-dialog-data.ts","209","ts","frontend","normal","no-size-signal"
"web/src/features/capability/connectors/connectors-directory.tsx","209","tsx","frontend","normal","no-size-signal"
"internal/runtime/debug_message_fields.go","209","go","runtime","normal","no-size-signal"
"internal/storage/automation/repository.go","209","go","automation","normal","no-size-signal"
"internal/service/toolpolicy/toolpolicy_test.go","209","go","service","normal","no-size-signal"
"internal/infra/logx/writer_rolling.go","209","go","other","normal","no-size-signal"
"internal/app/server/routes_web_test.go","209","go","other","normal","no-size-signal"
"web/src/features/launcher/launcher-console-helpers.ts","208","ts","frontend","normal","no-size-signal"
"scripts/desktop/package-macos-app.sh","208","shell","scripts","normal","no-size-signal"
"web/src/shared/ui/workspace/surface/workspace-surface-header.tsx","207","tsx","frontend","normal","no-size-signal"
"web/src/features/conversation/room/surface/room-agent-about-surface.tsx","207","tsx","frontend","normal","no-size-signal"
"internal/service/provider/service_model_mutation.go","207","go","service","normal","no-size-signal"
"internal/handler/websocket/handler.go","129","go","handler","normal","no-size-signal"
"internal/handler/connector/handlers.go","207","go","handler","normal","no-size-signal"
"internal/app/server/builder_connector_mcp_test.go","206","go","other","normal","no-size-signal"
"desktop/windows/Nexus.Desktop/Update/DesktopUpdateModels.cs","206","cs","desktop","normal","no-size-signal"
"desktop/macos/Sources/NexusDesktop/Update/DesktopUpdateModels.swift","199","swift","desktop","normal","no-size-signal"
"web/src/features/contacts/contacts-agent-detail.tsx","205","tsx","frontend","normal","no-size-signal"
"internal/storage/workspace/store_agent_history_goal_context_test.go","205","go","storage","normal","no-size-signal"
"internal/service/room/slot_state.go","227","go","service","normal","no-size-signal"
"internal/handler/auth/profile.go","204","go","handler","normal","no-size-signal"
"web/src/hooks/conversation/use-extract-todos.ts","203","ts","frontend","normal","no-size-signal"
"web/src/features/settings/provider-settings/provider-settings-config-form.tsx","203","tsx","frontend","normal","no-size-signal"
"internal/storage/workspace/history_pagination.go","203","go","storage","normal","no-size-signal"
"internal/service/workspace/initializer_nexusctl.go","203","go","service","normal","no-size-signal"
"web/src/features/capability/scheduled/dialog/use-scheduled-task-dialog-schedule.ts","202","ts","frontend","normal","no-size-signal"
"internal/connectors/providers/provider_test.go","202","go","connectors","normal","no-size-signal"
"web/src/features/conversation/room/surface/room-surface-shell.tsx","201","tsx","frontend","normal","no-size-signal"
"internal/cli/command_session.go","201","go","entrypoint","normal","no-size-signal"
"desktop/macos/Sources/NexusDesktop/Hotkey/GlobalShortcutDefinition.swift","201","swift","desktop","normal","no-size-signal"
"web/src/features/capability/scheduled/pickers/single-run-picker.tsx","200","tsx","frontend","normal","no-size-signal"
"internal/storage/automation/repository_task_event.go","200","go","automation","normal","no-size-signal"
"internal/runtime/mcp/automation/tool/schema.go","200","go","automation","normal","no-size-signal"
"internal/cli/command_workspace.go","200","go","entrypoint","normal","no-size-signal"
"internal/cli/command_emotion.go","199","go","entrypoint","normal","no-size-signal"
"internal/storage/automation/scan_automation.go","198","go","automation","normal","no-size-signal"
"internal/service/room/public_context.go","198","go","service","normal","no-size-signal"
"internal/cli/command_memory_query.go","198","go","entrypoint","normal","no-size-signal"
"internal/app/server/service_app.go","197","go","other","normal","no-size-signal"
"internal/service/llm/client_test.go","231","go","service","normal","no-size-signal"
"web/src/pages/launcher/launcher-page.tsx","195","tsx","frontend","normal","no-size-signal"
"internal/cli/command_skill_external.go","195","go","entrypoint","normal","no-size-signal"
"internal/service/automation/service_task_history.go","195","go","automation","normal","no-size-signal"
"internal/cli/command_room_message.go","195","go","entrypoint","normal","no-size-signal"
"internal/cli/command_room_conversation.go","90","go","entrypoint","normal","no-size-signal"
"internal/cli/command_room_member.go","67","go","entrypoint","normal","no-size-signal"
"internal/service/goal/service_tool.go","194","go","goal","normal","no-size-signal"
"internal/chat/room/visible_history.go","194","go","other","normal","no-size-signal"
"internal/storage/sqlite/repository_session.go","193","go","storage","normal","no-size-signal"
"internal/storage/postgres/repository_session.go","193","go","storage","normal","no-size-signal"
"internal/service/channels/adapters/personal_weixin_multi.go","193","go","im-channel","normal","no-size-signal"
"web/src/features/capability/channels/channel-login-panel.tsx","193","tsx","frontend","normal","no-size-signal"
"internal/runtime/mcp/connectors/tool/feishu_docx_document_tools.go","193","go","connectors","normal","no-size-signal"
"web/src/types/capability/provider.ts","192","ts","frontend","normal","no-size-signal"
"internal/service/automation/service_task_run.go","192","go","automation","normal","no-size-signal"
"internal/storage/provider/repository_model.go","191","go","storage","normal","no-size-signal"
"internal/service/goal/service_resume.go","191","go","goal","normal","no-size-signal"
"internal/service/automation/runtime_delivery.go","194","go","automation","normal","no-size-signal"
"web/src/features/settings/provider-settings/provider-settings-model-list.tsx","190","tsx","frontend","normal","no-size-signal"
"web/src/shared/ui/dialog/dialog-behavior.ts","190","ts","frontend","normal","no-size-signal"
"internal/service/skills/marketplace_preview.go","190","go","service","normal","no-size-signal"
"internal/cli/command_conversation.go","190","go","entrypoint","normal","no-size-signal"
"internal/message/tool_result_test.go","189","go","other","normal","no-size-signal"
"internal/connectors/feishudocx/client_sheet.go","189","go","connectors","normal","no-size-signal"
"web/src/hooks/conversation/use-assistant-content-merge.ts","188","ts","frontend","normal","no-size-signal"
"web/src/features/settings/provider-settings/provider-settings-model-options-dialog.tsx","188","tsx","frontend","normal","no-size-signal"
"web/src/features/home/home-sidebar-list-rows.tsx","188","tsx","frontend","normal","no-size-signal"
"internal/storage/workspace/history_external_delivery.go","188","go","storage","normal","no-size-signal"
"internal/workspace/memory/repository_entry.go","188","go","other","normal","no-size-signal"
"internal/service/provider/service_model_discovery.go","188","go","service","normal","no-size-signal"
"internal/runtime/mcp/goal/tool/result_test.go","188","go","goal","normal","no-size-signal"
"internal/connectors/feishudocx/client_bitable.go","188","go","connectors","normal","no-size-signal"
"web/src/features/launcher/launcher-surface-theme.ts","186","ts","frontend","normal","no-size-signal"
"web/src/features/conversation/shared/message/markdown/markdown-text-plugins.ts","186","ts","frontend","normal","no-size-signal"
"internal/service/provider/service_model_check.go","186","go","service","normal","no-size-signal"
"internal/runtime/mcp/imagegen/server_test.go","186","go","runtime","normal","no-size-signal"
"internal/service/channels/service_control_feishu_ingress_test.go","186","go","im-channel","normal","no-size-signal"
"internal/service/room/service_memory.go","185","go","service","normal","no-size-signal"
"web/src/features/conversation/shared/message/markdown/use-smooth-streaming-markdown-content.ts","184","ts","frontend","normal","no-size-signal"
"internal/service/provider/service_runtime_config.go","184","go","service","normal","no-size-signal"
"internal/workspace/memory/engine_capture.go","183","go","other","normal","no-size-signal"
"internal/handler/memory/handlers_test.go","183","go","handler","normal","no-size-signal"
"web/src/shared/ui/feedback/animated-hero-text.tsx","182","tsx","frontend","normal","no-size-signal"
"internal/storage/workspace/store_agent_history_transcript_marker.go","182","go","storage","normal","no-size-signal"
"internal/service/provider/service_model_http.go","182","go","service","normal","no-size-signal"
"web/src/shared/ui/onboarding/onboarding-guide-center.tsx","181","tsx","frontend","normal","no-size-signal"
"internal/workspace/memory/engine_scope_score.go","181","go","other","normal","no-size-signal"
"internal/service/imagegen/service_provider_openai.go","181","go","service","normal","no-size-signal"
"internal/service/goal/service_runtime_context_test.go","181","go","goal","normal","no-size-signal"
"internal/runtime/mcp/connectors/tool/feishu_docx_drive_wiki_tools.go","181","go","connectors","normal","no-size-signal"
"internal/runtime/mcp/automation/tool/report_context.go","181","go","automation","normal","no-size-signal"
"web/src/features/settings/provider-settings/provider-settings-sidebar.tsx","180","tsx","frontend","normal","no-size-signal"
"internal/service/room/guidance_input_test.go","180","go","service","normal","no-size-signal"
"internal/service/room/active_slot_delivery.go","180","go","service","normal","no-size-signal"
"web/src/store/workspace-live.ts","179","ts","frontend","normal","no-size-signal"
"web/src/lib/utils.ts","179","ts","frontend","normal","no-size-signal"
"web/src/features/capability/connectors/connector-device-auth-dialog.tsx","179","tsx","frontend","normal","no-size-signal"
"internal/service/skills/marketplace_git.go","179","go","service","normal","no-size-signal"
"internal/storage/workspace/store_agent_history_read.go","178","go","storage","normal","no-size-signal"
"internal/runtime/manager_goal_accounting.go","178","go","runtime","normal","no-size-signal"
"web/src/features/capability/scheduled/dialog/scheduled-task-dialog-initializer.ts","177","ts","frontend","normal","no-size-signal"
"internal/service/automation/service_heartbeat_runtime.go","177","go","automation","normal","no-size-signal"
"web/src/shared/ui/avatar.tsx","176","tsx","frontend","normal","no-size-signal"
"internal/service/channels/contract/model.go","175","go","im-channel","normal","no-size-signal"
"internal/connectors/providers/provider.go","175","go","connectors","normal","no-size-signal"
"internal/storage/workspace/store_input_queue_codec.go","174","go","storage","normal","no-size-signal"
"internal/service/goal/runtime_wall_clock.go","174","go","goal","normal","no-size-signal"
"internal/protocol/model_chat_attachment.go","174","go","protocol","normal","no-size-signal"
"web/src/hooks/room-page-controller/use-room-page-agent-dialog.ts","173","ts","frontend","normal","no-size-signal"
"web/src/features/conversation/room/group/chat/use-room-thread-panel-data.ts","173","ts","frontend","normal","no-size-signal"
"internal/service/provider/service_image_config.go","173","go","service","normal","no-size-signal"
"internal/runtime/summary_system_message.go","173","go","runtime","normal","no-size-signal"
"internal/service/workspace/initializer_skill.go","172","go","service","normal","no-size-signal"
"internal/service/channels/service_login_weixin.go","172","go","im-channel","normal","no-size-signal"
"internal/storage/auth/repository_password.go","172","go","storage","normal","no-size-signal"
"internal/storage/workspace/history_unfinished_round.go","171","go","storage","normal","no-size-signal"
"internal/runtime/debug_message_summary.go","171","go","runtime","normal","no-size-signal"
"internal/service/automation/service_observability_util.go","171","go","automation","normal","no-size-signal"
"web/src/features/capability/connectors/connector-oauth-client-dialog.tsx","170","tsx","frontend","normal","no-size-signal"
"internal/cli/app.go","170","go","entrypoint","normal","no-size-signal"
"web/src/lib/api/connector-api.ts","169","ts","frontend","normal","no-size-signal"
"web/src/features/agents/options/components/agent-options-advanced-tab.tsx","169","tsx","frontend","normal","no-size-signal"
"internal/storage/workspace/history_unfinished_round_test.go","169","go","storage","normal","no-size-signal"
"internal/storage/workspace/paths.go","169","go","storage","normal","no-size-signal"
"web/src/lib/api/provider-config-api.ts","168","ts","frontend","normal","no-size-signal"
"internal/service/channels/service_feishu_ingress.go","168","go","im-channel","normal","no-size-signal"
"internal/connectors/providers/feishu_docx.go","168","go","connectors","normal","no-size-signal"
"internal/chat/room/records.go","168","go","other","normal","no-size-signal"
"internal/storage/workspace/store_session_file.go","167","go","storage","normal","no-size-signal"
"internal/service/provider/service_mutation.go","167","go","service","normal","no-size-signal"
"internal/service/channels/adapters/wecom_bot_channel.go","167","go","im-channel","normal","no-size-signal"
"web/src/features/conversation/shared/mention-popover.tsx","166","tsx","frontend","normal","no-size-signal"
"internal/storage/provider/repository_usage.go","166","go","storage","normal","no-size-signal"
"internal/service/channels/management/model.go","166","go","im-channel","normal","no-size-signal"
"web/src/features/conversation/room/group/thread/group-thread-detail-panel.tsx","165","tsx","frontend","normal","no-size-signal"
"scripts/desktop/smoke-macos-app.sh","165","shell","scripts","normal","no-size-signal"
"internal/service/room/guidance_input.go","165","go","service","normal","no-size-signal"
"internal/runtime/clientopts/log_runtime_test.go","165","go","runtime","normal","no-size-signal"
"web/src/shared/ui/form-control.tsx","164","tsx","frontend","normal","no-size-signal"
"scripts/package-release.sh","164","shell","scripts","normal","no-size-signal"
"internal/service/workspace/service_mutation.go","164","go","service","normal","no-size-signal"
"internal/service/provider/service_normalize.go","164","go","service","normal","no-size-signal"
"internal/runtime/mcp/automation/tool/update.go","164","go","automation","normal","no-size-signal"
"internal/automation/heartbeat_prompt.go","164","go","automation","normal","no-size-signal"
"web/src/types/agent/agent.ts","163","ts","frontend","normal","no-size-signal"
"scripts/desktop/build-macos-app.sh","163","shell","scripts","normal","no-size-signal"
"internal/service/dm/service_goal_continuation.go","163","go","service","normal","no-size-signal"
"internal/service/channels/router_delivery.go","163","go","im-channel","normal","no-size-signal"
"internal/service/room/input_queue_context.go","162","go","service","normal","no-size-signal"
"internal/service/connectors/service_device_flow.go","162","go","connectors","normal","no-size-signal"
"internal/connectors/feishudocx/render_markdown.go","170","go","connectors","normal","no-size-signal"
"desktop/macos/Sources/NexusDesktop/Lifecycle/DesktopLifecycleHandler.swift","162","swift","desktop","normal","no-size-signal"
"web/src/shared/ui/onboarding/use-page-onboarding-tour.ts","161","ts","frontend","normal","no-size-signal"
"web/src/features/conversation/room/workspace/workspace-context-menu.tsx","161","tsx","frontend","normal","no-size-signal"
"web/src/features/capability/connectors/connector-credential-dialog.tsx","161","tsx","frontend","normal","no-size-signal"
"internal/workspace/memory/engine_query.go","161","go","other","normal","no-size-signal"
"internal/service/workspace/service_path.go","161","go","service","normal","no-size-signal"
"internal/service/workspace/manager_live_write.go","161","go","service","normal","no-size-signal"
"internal/service/goalobjective/service.go","160","go","goal","normal","no-size-signal"
"internal/service/goalobjective/runtime_selection.go","160","go","goal","normal","no-size-signal"
"web/src/features/capability/skills/skills-directory.tsx","159","tsx","frontend","normal","no-size-signal"
"web/src/features/capability/skills/skill-source-manager-dialog.tsx","159","tsx","frontend","normal","no-size-signal"
"internal/storage/workspace/store_agent_history_transcript_path.go","159","go","storage","normal","no-size-signal"
"internal/service/session/service_mutation.go","159","go","service","normal","no-size-signal"
"internal/service/channels/ingress_accept.go","159","go","im-channel","normal","no-size-signal"
"web/src/features/launcher/launcher-glass-shell.tsx","158","tsx","frontend","normal","no-size-signal"
"web/src/features/capability/shared/capability-page-layout.tsx","158","tsx","frontend","normal","no-size-signal"
"web/src/features/home/home-sidebar-directory.ts","158","ts","frontend","normal","no-size-signal"
"internal/storage/connectors/store_oauth_client.go","158","go","connectors","normal","no-size-signal"
"internal/service/provider/service_listing.go","158","go","service","normal","no-size-signal"
"internal/service/connectors/service_listing.go","158","go","connectors","normal","no-size-signal"
"internal/service/connectors/service_catalog_test.go","156","go","connectors","normal","no-size-signal"
"internal/service/channels/service_weixin_personal_accounts.go","158","go","im-channel","normal","no-size-signal"
"internal/service/channels/service_router_config.go","158","go","im-channel","normal","no-size-signal"
"internal/protocol/model_automation_target.go","158","go","protocol","normal","no-size-signal"
"web/src/lib/api/agent-api.ts","157","ts","frontend","normal","no-size-signal"
"internal/service/session/service_history.go","157","go","service","normal","no-size-signal"
"desktop/macos/Sources/NexusDesktop/URL/DesktopURLRouter.swift","157","swift","desktop","normal","no-size-signal"
"web/src/features/conversation/shared/editor/workspace-file-preview-chrome.tsx","156","tsx","frontend","normal","no-size-signal"
"internal/storage/goal/scan.go","156","go","goal","normal","no-size-signal"
"web/src/shared/auth/auth-provider.tsx","155","tsx","frontend","normal","no-size-signal"
"internal/service/skills/marketplace_search_rows.go","155","go","service","normal","no-size-signal"
"internal/storage/usage/repository.go","155","go","storage","normal","no-size-signal"
"internal/service/channels/typingloop/typing_loop_test.go","155","go","im-channel","normal","no-size-signal"
"internal/protocol/model_automation_job.go","155","go","protocol","normal","no-size-signal"
"web/src/hooks/agent/conversation-lifecycle.ts","154","ts","frontend","normal","no-size-signal"
"internal/storage/skills/repository_test.go","154","go","storage","normal","no-size-signal"
"internal/handler/websocket/registry_workspace_subscription_test.go","154","go","handler","normal","no-size-signal"
"internal/infra/logx/handler_pretty_value.go","154","go","other","normal","no-size-signal"
"internal/workspace/memory/entry.go","153","go","other","normal","no-size-signal"
"internal/storage/auth/repository_session.go","153","go","storage","normal","no-size-signal"
"internal/storage/workspace/history_pagination_test.go","153","go","storage","normal","no-size-signal"
"internal/service/workspace/manager_live_test.go","153","go","service","normal","no-size-signal"
"internal/service/workspace/initializer_template.go","153","go","service","normal","no-size-signal"
"internal/service/room/private_domain_test.go","153","go","service","normal","no-size-signal"
"internal/service/room/input_queue.go","152","go","service","normal","no-size-signal"
"web/src/features/conversation/shared/message/blocks/image-block.tsx","151","tsx","frontend","normal","no-size-signal"
"internal/service/dm/service_external_reply.go","151","go","service","normal","no-size-signal"
"internal/service/channels/ingress_session.go","151","go","im-channel","normal","no-size-signal"
"web/src/features/capability/scheduled/pickers/picker-formatters.ts","150","ts","frontend","normal","no-size-signal"
"internal/service/workspace/manager_live.go","150","go","service","normal","no-size-signal"
"internal/cli/command_imagegen.go","150","go","entrypoint","normal","no-size-signal"
"internal/service/preferences/service_test.go","149","go","service","normal","no-size-signal"
"internal/service/goal/service_transition.go","149","go","goal","normal","no-size-signal"
"internal/service/automation/service_task_history_test.go","149","go","automation","normal","no-size-signal"
"internal/service/automation/service_delivery_observation_test.go","134","go","automation","normal","no-size-signal"
"internal/handler/core/preferences_imagegen_default.go","149","go","handler","normal","no-size-signal"
"internal/cli/output_test.go","149","go","entrypoint","normal","no-size-signal"
"internal/service/imagegen/service.go","148","go","service","normal","no-size-signal"
"internal/runtime/executor_round_stream_error.go","148","go","runtime","normal","no-size-signal"
"internal/protocol/model_goal_appserver.go","148","go","protocol","normal","no-size-signal"
"internal/protocol/model_event.go","148","go","protocol","normal","no-size-signal"
"internal/message/event_mapper.go","147","go","other","normal","no-size-signal"
"internal/app/server/lifecycle.go","147","go","other","normal","no-size-signal"
"web/src/hooks/conversation/use-message-height.ts","146","ts","frontend","normal","no-size-signal"
"internal/storage/workspace/store_agent_history_transcript_cache.go","146","go","storage","normal","no-size-signal"
"internal/storage/connectors/store_oauth_client_test.go","146","go","connectors","normal","no-size-signal"
"internal/service/skills/marketplace_external.go","146","go","service","normal","no-size-signal"
"internal/service/automation/service_heartbeat_status.go","146","go","automation","normal","no-size-signal"
"internal/connectors/feishudocx/client_transport.go","146","go","connectors","normal","no-size-signal"
"internal/service/room/directed_message_wake.go","145","go","service","normal","no-size-signal"
"web/src/features/conversation/shared/editor/presentation-preview-model.ts","145","ts","frontend","normal","no-size-signal"
"internal/workspace/memory/repository_file.go","145","go","other","normal","no-size-signal"
"internal/service/channels/management/catalog.go","145","go","im-channel","normal","no-size-signal"
"internal/connectors/feishudocx/client_block_codec.go","145","go","connectors","normal","no-size-signal"
"internal/app/server/goal_resume.go","145","go","other","normal","no-size-signal"
"internal/service/room/round_registry.go","144","go","service","normal","no-size-signal"
"internal/runtime/executor_round.go","144","go","runtime","normal","no-size-signal"
"web/src/lib/desktop-bridge/desktop-bridge.ts","143","ts","frontend","normal","no-size-signal"
"web/src/features/conversation/room/surface/room-agent-switcher.tsx","143","tsx","frontend","normal","no-size-signal"
"internal/service/usage/service_test.go","143","go","service","normal","no-size-signal"
"internal/service/conversation/titlegen/service.go","143","go","service","normal","no-size-signal"
"internal/service/channels/service_login_flow.go","143","go","im-channel","normal","no-size-signal"
"internal/service/automation/runtime_artifact.go","143","go","automation","normal","no-size-signal"
"internal/workspace/memory/similarity.go","142","go","other","normal","no-size-signal"
"internal/storage/provider/repository_scan.go","142","go","storage","normal","no-size-signal"
"internal/runtime/mcp/connectors/tool/call_test.go","141","go","connectors","normal","no-size-signal"
"web/src/hooks/launcher/use-launcher-page-controller.ts","140","ts","frontend","normal","no-size-signal"
"internal/service/channels/service_control_values.go","155","go","im-channel","normal","no-size-signal"
"internal/handler/websocket/registry_room_subscription_test.go","140","go","handler","normal","no-size-signal"
"internal/service/channels/typingloop/typing_loop.go","138","go","im-channel","normal","no-size-signal"
"internal/service/channels/service_channel_config_store.go","138","go","im-channel","normal","no-size-signal"
"web/src/features/capability/channels/channel-card.tsx","138","tsx","frontend","normal","no-size-signal"
"internal/service/imagegen/service_http.go","137","go","service","normal","no-size-signal"
"internal/service/connectors/credential_payload.go","137","go","connectors","normal","no-size-signal"
